Index;Lat;Long;Price;Address;Bedroom;Bathroom;TotalRoom;PriceFor2Room;Shortpostcode
436;43.652757;-79.366511;2450.0;460 Adelaide St E;1;1.0;2.0;2450.000000;M5A
437;43.659679;-79.429291;1857.0;730 Dovercourt Road;1;1.0;2.0;1857.000000;M6H
438;43.659679;-79.429291;1757.0;730 Dovercourt Road;1;1.0;2.0;1757.000000;M6H
439;43.659679;-79.429291;1597.0;730 Dovercourt Road;1;1.0;2.0;1597.000000;M6H
440;43.748641;-79.437139;1817.0;4190 Bathurst Street;1;1.0;2.0;1817.000000;M3H
441;43.771617;-79.443261;1717.0;4866 Bathurst Street;1;1.0;2.0;1717.000000;M2R
442;43.771617;-79.443261;2017.0;4866 Bathurst Street;2;1.0;3.0;1344.666667;M2R
443;43.748641;-79.437139;2177.0;4190 Bathurst Street;2;1.0;3.0;1451.333333;M3H
444;43.659947;-79.430820;1857.0;357 Rusholme Road;1;1.0;2.0;1857.000000;M6H
445;43.658996;-79.429693;1757.0;323 Rusholme Road;1;1.0;2.0;1757.000000;M6H
446;43.658996;-79.429693;1717.0;323 Rusholme Road;1;1.0;2.0;1717.000000;M6H
447;43.658996;-79.429693;1597.0;323 Rusholme Road;1;1.0;2.0;1597.000000;M6H
448;43.775092;-79.349064;1927.0;1650 Sheppard Avenue East;1;1.0;2.0;1927.000000;M2J
450;43.671813;-79.341539;2000.0;Toronto;1;1.0;2.0;2000.000000;M4K
452;43.691147;-79.471435;1850.0;2548 Eglinton Ave W;2;1.0;3.0;1233.333333;M6M
453;43.660835;-79.385856;750.0;Bay st and college st;1;1.0;2.0;750.000000;M5G
454;43.648573;-79.376275;1850.0;88 Scott St;1;1.0;2.0;1850.000000;M5E
455;43.664440;-79.374982;2100.0;Homewood Ave;2;1.0;3.0;1400.000000;M4X
458;43.638784;-79.398864;3500.0;85 Queens Wharf Rd;3;2.0;5.0;1400.000000;M5V
459;43.647624;-79.396861;2700.0;435 Richmond St W;1;1.0;2.0;2700.000000;M5V
461;43.639825;-79.412231;2250.0;26 Western Battery Rd;1;1.0;2.0;2250.000000;M6K
462;43.641340;-79.418139;3200.0;12 Sudbury St;2;2.0;4.0;1600.000000;M6J
466;43.653164;-79.390031;2099.0;96 St Patrick Street;1;1.0;2.0;2099.000000;M5T
467;43.763487;-79.345984;2000.0;20 Graydon Hall Drive;3;2.0;5.0;800.000000;M3A
468;43.643485;-79.392305;2300.0;352 Front St W;1;1.0;2.0;2300.000000;M5V
471;43.660605;-79.378635;2300.0;89 McGill St;1;1.5;2.5;1840.000000;M5B
472;43.661063;-79.351542;2500.0;85 Hamilton St;1;1.0;2.0;2500.000000;M4M
473;43.645613;-79.382585;3200.0;York Street;2;2.0;4.0;1600.000000;M5J
475;43.661063;-79.351542;2500.0;85 Hamilton St;1;1.0;2.0;2500.000000;M4M
476;43.644408;-79.376562;3000.0;18 Yonge St;2;2.0;4.0;1500.000000;M5E
477;43.652331;-79.356014;2300.0;455 Front St E;1;2.0;3.0;1533.333333;M5A
478;43.660846;-79.378756;1850.0;365 Church St Unit 2005;1;1.0;2.0;1850.000000;M5B
480;43.668783;-79.379959;1195.0;Isabella St;1;1.0;2.0;1195.000000;M4Y
487;43.634974;-79.435186;1429.0;146 Jameson Avenue;1;1.0;2.0;1429.000000;M6K
488;43.641889;-79.383794;2400.0;Lower Simcoe St;1;1.0;2.0;2400.000000;M5J
489;43.662977;-79.386217;2200.0;;1;1.0;2.0;2200.000000;M5S
492;43.679009;-79.343899;1300.0;685 Danforth Ave;1;1.0;2.0;1300.000000;M4K
493;43.641785;-79.379006;2600.0;88 Harbour St;1;1.0;2.0;2600.000000;M5J
494;43.667670;-79.389445;2410.0;57 Charles Street West;1;1.0;2.0;2410.000000;M4W
495;43.667670;-79.389445;2915.0;57 Charles Street West;2;1.0;3.0;1943.333333;M4W
497;43.667670;-79.389445;2035.0;57 Charles Street West;1;1.0;2.0;2035.000000;M4W
499;43.640277;-79.424126;2200.0;20 Joe Shuster Way;1;1.0;2.0;2200.000000;M6K
504;43.661198;-79.381664;2800.0;;2;2.0;4.0;1400.000000;M5B
507;43.730693;-79.327319;1850.0;7 Concorde Pl;1;1.0;2.0;1850.000000;M3C
508;43.658318;-79.368236;1380.0;269 Ontario St;1;1.0;2.0;1380.000000;M5A
510;43.654262;-79.385975;2500.0;Downtown Toronto;1;1.0;2.0;2500.000000;M5G
512;43.641607;-79.382280;1180.0; M5J 3A3;2;1.0;3.0;786.666667;M5J
513;43.641585;-79.382621;2650.0;19 Grand Trunk Crescent;1;1.0;2.0;2650.000000;M5J
514;43.678468;-79.446468;2000.0;49 Boon Ave;2;1.0;3.0;1333.333333;M6E
515;43.656537;-79.354497;2450.0;32 Trolley Cres;1;1.0;2.0;2450.000000;M5A
518;43.641087;-79.381405;2900.0;10 York Street;2;2.0;4.0;1450.000000;M5J
519;43.641087;-79.381405;2200.0;10 York Street;1;1.0;2.0;2200.000000;M5J
520;43.643105;-79.375906;3200.0;12 Yonge St;2;2.0;4.0;1600.000000;M5E
522;43.665233;-79.384293;3300.0;8 Wellesley St E;2;2.0;4.0;1650.000000;M4Y
523;43.640068;-79.399960;2400.0;70 Queens Wharf Rd 33rd Floor;1;1.0;2.0;2400.000000;M5V
524;43.647632;-79.392963;2100.0;Peter St;1;1.0;2.0;2100.000000;M5V
525;43.653164;-79.390031;2480.0;96 St Patrick St;1;1.0;2.0;2480.000000;M5T
526;43.704648;-79.527554;1520.0;2255 Weston Road;1;1.0;2.0;1520.000000;M9N
527;43.704648;-79.527554;1520.0;2255 Weston Road;1;1.0;2.0;1520.000000;M9N
528;43.668376;-79.380643;1750.0;89 Isabella Street;1;1.0;2.0;1750.000000;M4Y
530;43.665106;-79.376901;3200.0;77 Maitland Pl;2;2.0;4.0;1600.000000;M4Y
531;43.648900;-79.392205;2100.0;318 Richmond St W;1;1.0;2.0;2100.000000;M5V
533;43.641908;-79.381780;2050.0;14 York St;1;1.0;2.0;2050.000000;M5J
537;43.666560;-79.379122;1795.0;100 Wellesley St E;1;1.0;2.0;1795.000000;M4Y
538;43.686709;-79.399258;1950.0;111 St Clair Ave W;1;1.0;2.0;1950.000000;M4V
540;43.652058;-79.371457;2450.0;112 George St;1;1.0;2.0;2450.000000;M5A
541;43.640646;-79.380939;1830.0;8 York St 1701 Toronto Ontario;1;1.0;2.0;1830.000000;M5J
542;43.664844;-79.385930;2500.0;24 Wellesley St W;1;1.0;2.0;2500.000000;M4Y
544;43.642546;-79.377266;1600.0;;1;1.0;2.0;1600.000000;M5E
545;43.659421;-79.361025;1600.0;55 Regent Park Blvd;2;1.0;3.0;1066.666667;M5A
546;43.655055;-79.384721;2800.0;111 Elizabeth St;1;1.5;2.5;2240.000000;M5G
547;43.671082;-79.380744;1970.0;235 Bloor Street East;1;1.0;2.0;1970.000000;M4W
549;43.652757;-79.366511;2000.0;460 Adelaide St E;1;1.0;2.0;2000.000000;M5A
551;43.662129;-79.376958;1305.0;111 Carlton St;1;1.0;2.0;1305.000000;M5B
552;43.645809;-79.375682;2600.0;1 The Esplanade;1;1.0;2.0;2600.000000;M5E
553;43.652757;-79.366511;2200.0;460 Adelaide St E;1;1.0;2.0;2200.000000;M5A
554;43.641873;-79.381906;2450.0;12 York St;1;1.0;2.0;2450.000000;M5J
555;43.670320;-79.394433;1900.0;155 Yorkville Ave;1;1.0;2.0;1900.000000;M5R
556;43.655192;-79.353912;3000.0;170 Bayview Ave;2;2.0;4.0;1500.000000;M5A
557;43.643137;-79.380528;2200.0;Bremner Blvd;1;1.0;2.0;2200.000000;M5J
558;43.671082;-79.380744;1650.0;235 Bloor Street East;1;1.0;2.0;1650.000000;M4W
561;43.660605;-79.378635;1950.0;89 McGill Street;1;1.0;2.0;1950.000000;M5B
563;43.661907;-79.378208;4000.0;77 Carlton St;2;2.0;4.0;2000.000000;M5B
564;43.643920;-79.399478;2700.0;75 Portland St;1;1.0;2.0;2700.000000;M5V
566;43.659831;-79.380521;1000.0;;1;1.0;2.0;1000.000000;M5B
568;43.639736;-79.390417;2600.0;5 Mariner Terr;1;1.0;2.0;2600.000000;M5V
569;43.653978;-79.354134;2250.0;120 Bayview Ave.;1;1.0;2.0;2250.000000;M5A
570;43.652433;-79.388860;2400.0;210 Simcoe St;1;1.0;2.0;2400.000000;M5V
574;43.645340;-79.402185;2650.0;525 Adelaide Street West;1;2.0;3.0;1766.666667;M5V
579;43.634354;-79.435270;1779.0;90 Jameson Avenue;2;1.0;3.0;1186.000000;M6K
580;43.638288;-79.436053;1929.0;169 Jameson Avenue;1;1.0;2.0;1929.000000;M6K
583;43.635626;-79.426873;2800.0;14 Thorburn;2;2.0;4.0;1400.000000;M6K
584;43.592136;-79.532682;1750.0;;1;1.0;2.0;1750.000000;M8W
586;43.666580;-79.400939;1200.0;409 Huron St;1;1.0;2.0;1200.000000;M5S
589;43.642282;-79.382827;3150.0;30 Grand Trunk Crescent;2;2.0;4.0;1575.000000;M5J
590;43.644769;-79.397059;1600.0;;1;1.0;2.0;1600.000000;M5V
591;43.666711;-79.404351;1500.0;;1;1.0;2.0;1500.000000;M5S
592;43.642679;-79.376994;1900.0;33 Bay St;1;1.0;2.0;1900.000000;M5E
593;43.714794;-79.428323;1750.0;2895 Bathurst Street;1;1.0;2.0;1750.000000;M6B
594;43.646006;-79.389908;3100.0;8 Mercer Street;2;2.0;4.0;1550.000000;M5V
597;43.645149;-79.390813;1300.0;;1;1.0;2.0;1300.000000;M5V
598;43.659421;-79.361025;2600.0;55 Regent Park Blvd;2;2.0;4.0;1300.000000;M5A
599;43.645641;-79.392953;1900.0;375 King St W;2;1.0;3.0;1266.666667;M5V
601;43.661682;-79.383379;2200.0;454 Yonge Street;1;1.0;2.0;2200.000000;M4Y
602;43.641806;-79.378981;2500.0;100 Harbour St;1;1.0;2.0;2500.000000;M5J
604;43.669153;-79.387372;2050.0;21 Balmuto St;1;1.0;2.0;2050.000000;M4W
605;43.668800;-79.375968;1600.0;40 Earl St;1;1.0;2.0;1600.000000;M4Y
606;43.639744;-79.383776;2300.0;230 Queens Quay West;1;1.0;2.0;2300.000000;M5J
607;43.652003;-79.449262;2250.0;38 Howard Park Ave;1;1.0;2.0;2250.000000;M6R
611;43.656883;-79.383562;2000.0;633 Bay St;1;1.0;2.0;2000.000000;M5B
612;43.641528;-79.383302;4200.0;25 Lower Simcoe St;3;2.0;5.0;1680.000000;M5V
613;43.646913;-79.390242;2300.0;;1;1.0;2.0;2300.000000;M5V
615;43.662977;-79.386217;2200.0;;1;1.0;2.0;2200.000000;M5S
620;43.640277;-79.424126;2200.0;20 Joe Shuster Way;1;1.0;2.0;2200.000000;M6K
622;43.639817;-79.437380;1849.0;200 Jameson Avenue;1;1.0;2.0;1849.000000;M6K
623;43.641873;-79.381906;2100.0;12 York St;1;1.0;2.0;2100.000000;M5J
625;43.645424;-79.396221;2200.0;480 King St W;1;1.0;2.0;2200.000000;M5V
627;43.652433;-79.388860;2545.0;210 Simcoe St;1;1.0;2.0;2545.000000;M5V
629;43.653891;-79.368951;2450.0;320 Richmond street east;1;1.0;2.0;2450.000000;M5A
632;43.669074;-79.391130;1799.0;20 THOMAS RILEY;1;1.0;2.0;1799.000000;M5S
633;43.653978;-79.354134;2050.0;120 Bayview Ave;1;1.0;2.0;2050.000000;M5A
636;43.641585;-79.382621;2350.0;19 Grand Trunk Crescent;1;1.0;2.0;2350.000000;M5J
637;43.642895;-79.428102;2000.0;20 Minowan Miikan Lane;1;1.0;2.0;2000.000000;M6J
638;43.667030;-79.376386;2300.0;120 Homewood Ave;1;1.0;2.0;2300.000000;M4X
639;43.660605;-79.378635;3200.0;89 McGill Street;3;2.0;5.0;1280.000000;M5B
640;43.636165;-79.403300;2200.0;628 Fleet St;1;1.0;2.0;2200.000000;M5V
641;43.639126;-79.419222;1900.0;;1;1.0;2.0;1900.000000;M6K
642;43.641210;-79.393892;2600.0;;2;1.0;3.0;1733.333333;M5V
643;43.665271;-79.447683;2600.0;812 Lansdowne Ave;2;1.0;3.0;1733.333333;M6H
644;43.651579;-79.390080;3750.0;49 McCaul St;1;1.0;2.0;3750.000000;M5T
646;43.651579;-79.390080;2500.0;49 McCaul St;1;1.0;2.0;2500.000000;M5T
648;43.646098;-79.376055;2250.0;8 The Esplanade;1;1.0;2.0;2250.000000;M5E
650;43.665356;-79.387999;2300.0;57 St Joseph St;1;1.0;2.0;2300.000000;M5S
651;43.665956;-79.404799;650.0;;1;1.0;2.0;650.000000;M5S
653;43.651955;-79.389648;2000.0;;1;1.0;2.0;2000.000000;M5V
654;43.645297;-79.392397;4700.0;80 Blue Jays Way;1;1.0;2.0;4700.000000;M5V
655;43.641806;-79.378981;2550.0;100 Harbour Street;1;1.0;2.0;2550.000000;M5J
656;43.750501;-79.463972;1950.0;1060 Sheppard Ave W;1;1.0;2.0;1950.000000;M3K
657;43.641585;-79.382621;3100.0;19 Grand Trunk Crescent;2;2.0;4.0;1550.000000;M5J
659;43.650060;-79.357881;1500.0;70 Distillery Lane;1;2.0;3.0;1000.000000;M5A
660;43.669228;-79.379949;1480.0;550 Jarvis Street Jarvis;1;1.0;2.0;1480.000000;M4Y
661;43.672327;-79.428726;4625.0;Salvador Allende Ct;3;2.0;5.0;1850.000000;M6G
662;43.652757;-79.366511;2200.0;460 Adelaide St E;1;1.0;2.0;2200.000000;M5A
665;43.665588;-79.383028;2100.0;28 Wellesley St E;1;1.0;2.0;2100.000000;M4Y
666;43.665588;-79.383028;2100.0;28 Wellesley St E;1;1.0;2.0;2100.000000;M4Y
667;43.634476;-79.401589;3300.0;90 Stadium Rd;2;2.0;4.0;1650.000000;M5V
668;43.645809;-79.375682;4000.0;1 The Esplanade;2;2.0;4.0;2000.000000;M5E
670;43.668083;-79.390681;2525.0;;1;1.0;2.0;2525.000000;M5S
671;43.638307;-79.414786;2100.0;75 E Liberty St;1;1.0;2.0;2100.000000;M6K
673;43.644629;-79.392933;2300.0;350 Wellington St W;1;1.0;2.0;2300.000000;M5V
675;43.647494;-79.435995;2750.0;23 Wyndham St;2;1.0;3.0;1833.333333;M6K
676;43.672735;-79.402380;1900.0;250 St. George St;1;1.0;2.0;1900.000000;M5R
677;43.661656;-79.409942;1700.0;664 Bathurst St;1;1.0;2.0;1700.000000;M5S
678;43.682588;-79.417815;2450.0;;1;1.0;2.0;2450.000000;M6H
679;43.667614;-79.386459;2500.0;75 St Nicholas St;1;1.0;2.0;2500.000000;M4Y
680;43.639406;-79.393232;2300.0;11 Brunel Ct;1;1.0;2.0;2300.000000;M5V
681;43.642024;-79.423060;2800.0;45 Lisgar St;2;1.0;3.0;1866.666667;M6J
682;43.658318;-79.368236;1380.0;269 Ontario St;1;1.0;2.0;1380.000000;M5A
683;43.640527;-79.397104;2350.0;15 Iceboat Terr;1;1.0;2.0;2350.000000;M5V
685;43.641308;-79.400093;850.0;560 Front St W;1;1.0;2.0;850.000000;M5V
686;43.636668;-79.400445;2600.0;600 Fleet St;2;2.0;4.0;1300.000000;M5V
687;43.646828;-79.402424;2300.0;;1;1.0;2.0;2300.000000;M5V
691;43.660540;-79.378662;2800.0;99 McGill St;2;1.0;3.0;1866.666667;M5B
692;43.657522;-79.389993;1750.0;600 University Ave;1;1.0;2.0;1750.000000;M5S
693;43.639406;-79.393232;2000.0;11 Brunel Ct;1;1.0;2.0;2000.000000;M5V
694;43.648641;-79.401193;3600.0; m5t2m5;3;1.0;4.0;1800.000000;M5T
695;43.641908;-79.381780;3800.0;14 York St;3;2.0;5.0;1520.000000;M5J
697;43.640025;-79.381225;2200.0;Toronto;1;1.0;2.0;2200.000000;M5J
698;43.640646;-79.380939;3200.0;8 York St;2;2.0;4.0;1600.000000;M5J
699;43.641873;-79.381906;2300.0;12 York St;1;1.0;2.0;2300.000000;M5J
701;43.638784;-79.398864;2600.0;85 Queens Wharf Rd;1;1.0;2.0;2600.000000;M5V
702;43.707320;-79.400225;1300.0;;3;3.0;6.0;433.333333;M4R
703;43.641806;-79.378981;2950.0;100 Harbour St;2;2.0;4.0;1475.000000;M5J
705;43.641533;-79.424071;2400.0;150 Sudbury St;2;1.0;3.0;1600.000000;M6J
706;43.672193;-79.387866;2000.0;18 Yorkville Ave;1;1.0;2.0;2000.000000;M4W
707;43.634974;-79.435186;1729.0;146 Jameson Avenue;1;1.0;2.0;1729.000000;M6K
712;43.667817;-79.383111;1750.0;55 Isabella St;1;1.0;2.0;1750.000000;M4Y
713;43.667817;-79.383111;2850.0;55 Isabella St;2;1.0;3.0;1900.000000;M4Y
718;43.646434;-79.391869;2450.0;;1;1.0;2.0;2450.000000;M5V
719;43.646434;-79.391869;2450.0;;1;1.0;2.0;2450.000000;M5V
720;43.641087;-79.381405;2150.0;10 York St;1;1.0;2.0;2150.000000;M5J
721;43.641806;-79.378981;2600.0;100 Harbour St;1;1.0;2.0;2600.000000;M5J
722;43.644460;-79.402469;2200.0;Six50 King - Bathurst Tower;1;1.0;2.0;2200.000000;M5V
723;43.669301;-79.384171;2400.0;42 Charles St E;1;1.0;2.0;2400.000000;M4Y
724;43.778929;-79.324199;2500.0;;2;2.0;4.0;1250.000000;M1T
726;43.652812;-79.373306;1975.0;Richmond St E;1;1.0;2.0;1975.000000;M5C
728;43.637287;-79.396355;2800.0;;2;2.0;4.0;1400.000000;M5V
729;43.639817;-79.437380;1449.0;200 Jameson Avenue;1;1.0;2.0;1449.000000;M6K
731;43.641360;-79.372515;2100.0;29 Queens Quay E;1;1.0;2.0;2100.000000;M5E
732;43.646098;-79.376055;2250.0;8 The Esplanade;1;1.0;2.0;2250.000000;M5E
734;43.636712;-79.420638;2000.0;20 Atlantic Ave;2;2.0;4.0;1000.000000;M6J
735;43.652757;-79.366511;2775.0;460 Adelaide St East;2;2.0;4.0;1387.500000;M5A
736;43.642371;-79.424191;2000.0;68 Abell St;1;1.0;2.0;2000.000000;M6J
737;43.642371;-79.424191;2000.0;68 Abell St;1;1.0;2.0;2000.000000;M6J
738;43.657837;-79.380609;1200.0;;2;1.0;3.0;800.000000;M5B
739;43.665173;-79.341069;2100.0;1190 Dundas Street East;1;1.0;2.0;2100.000000;M4M
742;43.667211;-79.389153;3099.0;65 St Mary St;2;1.0;3.0;2066.000000;M5S
744;43.638784;-79.398864;2600.0;85 Queen's Wharf Rd;1;1.0;2.0;2600.000000;M5V
746;43.639347;-79.399742;2150.0;170 Fort York Blvd;1;1.0;2.0;2150.000000;M5V
747;43.654394;-79.375902;1930.0;167 Church Street;1;1.0;2.0;1930.000000;M5C
748;43.640351;-79.427522;2707.0;295 Dufferin St.;3;1.0;4.0;1353.500000;M6K
749;43.652058;-79.371457;2500.0;112 George Street;1;1.0;2.0;2500.000000;M5A
750;43.641366;-79.391446;2300.0;81 Navy Wharf Ct;1;1.0;2.0;2300.000000;M5V
751;43.643796;-79.428493;2000.0;11 Peel Ave;2;2.0;4.0;1000.000000;M6K
754;43.638399;-79.414448;2699.0;65 E Liberty St;2;1.0;3.0;1799.333333;M6K
755;43.637524;-79.400877;2400.0;20 Bruyeres Mews;1;1.0;2.0;2400.000000;M5V
757;43.646098;-79.376055;2450.0;8 The Esplanade 3003 Suite 3003;1;1.0;2.0;2450.000000;M5E
759;43.655192;-79.353912;4000.0;170 Bayview Avenue;2;2.0;4.0;2000.000000;M5A
760;43.641785;-79.379006;2300.0;88 Harbour St.;1;1.0;2.0;2300.000000;M5J
762;43.645396;-79.394244;1900.0;Downtown;1;1.0;2.0;1900.000000;M5V
763;43.645396;-79.394244;2500.0;Downtown;2;2.0;4.0;1250.000000;M5V
764;43.647513;-79.392702;1600.0;101 Peter St;1;1.0;2.0;1600.000000;M5V
765;43.652757;-79.366511;3500.0;460 Adelaide St E;2;2.0;4.0;1750.000000;M5A
770;43.670811;-79.385239;1699.0;88 Bloor Street East;1;1.0;2.0;1699.000000;M4W
772;43.659831;-79.380521;1700.0;;1;1.0;2.0;1700.000000;M5B
773;43.664179;-79.375506;2100.0;40 Homewood Ave;1;1.0;2.0;2100.000000;M4X
774;43.664773;-79.386987;2000.0;955 Bay St;1;1.0;2.0;2000.000000;M5S
775;43.635104;-79.401013;2100.0;99 Stadium Rd;1;1.0;2.0;2100.000000;M5V
776;43.655111;-79.375643;2990.0;68 Shuter St;2;2.0;4.0;1495.000000;M5B
778;43.646006;-79.389908;1900.0;8 Mercer St;1;1.0;2.0;1900.000000;M5V
779;43.642895;-79.428102;2000.0;20 Minowan Miikan Lane;1;1.0;2.0;2000.000000;M6J
780;43.642371;-79.424191;2000.0;68 Abell St;1;1.0;2.0;2000.000000;M6J
781;43.642371;-79.424191;2000.0;68 Abell St;2;2.0;4.0;1000.000000;M6J
784;43.642895;-79.428102;2000.0;20 Minowan Miikan Lane;1;1.0;2.0;2000.000000;M6J
785;43.636538;-79.419310;2000.0;1 Atlantic Ave;2;2.0;4.0;1000.000000;M6K
788;43.670006;-79.397694;1760.0;25 Bedford Rd.;1;1.0;2.0;1760.000000;M5S
790;43.652757;-79.366511;2050.0;460 Adelaide St E;1;1.0;2.0;2050.000000;M5A
791;43.653157;-79.368643;2950.0;323 Richmond St E;2;2.0;4.0;1475.000000;M5A
793;43.640223;-79.395951;2500.0;10 Capreol Court Unit # 321;1;2.0;3.0;1666.666667;M5V
794;43.665233;-79.384293;99.0;8 Wellesley St E;1;1.0;2.0;99.000000;M4Y
795;43.645809;-79.375682;2650.0;1 The Esplanade;1;1.0;2.0;2650.000000;M5E
796;43.666164;-79.427619;2400.0;902 Ossington Ave;2;1.0;3.0;1600.000000;M6G
797;43.643105;-79.375906;2250.0;12 Yonge St;1;1.0;2.0;2250.000000;M5E
800;43.652576;-79.367066;2450.0;424 Adelaide St E;1;1.0;2.0;2450.000000;M5A
801;43.658897;-79.383798;2950.0;44 Gerrard St W;2;2.0;4.0;1475.000000;M5B
802;43.698404;-79.394824;2800.0;33 Davisville Avenue;1;1.0;2.0;2800.000000;M4S
803;43.668759;-79.381269;1850.0;88 Isabella Street;1;1.0;2.0;1850.000000;M4Y
805;43.660605;-79.378635;2250.0;89 McGill St;1;1.0;2.0;2250.000000;M5B
806;43.639096;-79.386475;2600.0;270 Queens Quay W;1;1.0;2.0;2600.000000;M5J
809;43.637524;-79.400877;3500.0;20 Bruyeres Mews;2;2.0;4.0;1750.000000;M5V
814;43.646879;-79.397213;2900.0;29 Camden St #602;1;1.0;2.0;2900.000000;M5V
816;43.658689;-79.412577;65.0;Euclid Ave;1;2.0;3.0;43.333333;M6G
819;43.641785;-79.379006;2550.0;88 Harbour St;1;1.0;2.0;2550.000000;M5J
820;43.677779;-79.286193;1300.0;146 Scarborough Rd;1;1.0;2.0;1300.000000;M4E
823;43.637408;-79.406646;1900.0;250 Fort York Blvd;1;1.0;2.0;1900.000000;M5V
824;43.652151;-79.375478;2300.0;120 Church St;1;1.0;2.0;2300.000000;M5C
825;43.665928;-79.383465;2100.0;17 Dundonald St;1;1.0;2.0;2100.000000;M4Y
827;43.657691;-79.380161;1800.0;365 Victoria St;1;1.0;2.0;1800.000000;M5B
828;43.635963;-79.435749;1595.0;120 Jameson Ave;1;1.0;2.0;1595.000000;M6K
829;43.673017;-79.439933;2500.0;1353 Davenport Rd;3;3.0;6.0;833.333333;M6H
830;43.659329;-79.382675;2100.0;386 Yonge St;2;2.0;4.0;1050.000000;M5B
831;43.641366;-79.391446;2700.0;81 Navy Wharf Ct;1;1.0;2.0;2700.000000;M5V
833;43.660137;-79.385869;2950.0;770 Bay St;2;2.0;4.0;1475.000000;M5B
834;43.660153;-79.364890;2800.0;25 Cole St;2;2.0;4.0;1400.000000;M5A
836;43.644408;-79.376562;2500.0;18 Yonge St;2;2.0;4.0;1250.000000;M5E
837;43.649088;-79.376254;3400.0;37 King St E;2;2.0;4.0;1700.000000;M5C
838;43.669593;-79.380580;3100.0;101 Charles St;2;2.0;4.0;1550.000000;M4Y
843;43.640380;-79.397337;2150.0;21 Iceboat Terr;1;1.0;2.0;2150.000000;M5V
846;43.695296;-79.300604;800.0;;1;1.0;2.0;800.000000;M4C
850;43.644408;-79.376562;2200.0;18 Yonge St;1;1.0;2.0;2200.000000;M5E
851;43.648573;-79.376275;2450.0;88 Scott St;1;1.0;2.0;2450.000000;M5E
853;43.642885;-79.380617;2300.0;55 Bremner Blvd;1;1.0;2.0;2300.000000;M5J
854;43.642282;-79.382827;3000.0;30 Grand Trunk Crescent;2;2.0;4.0;1500.000000;M5J
856;43.645529;-79.383776;1500.0;;1;1.0;2.0;1500.000000;M5J
857;43.641908;-79.381780;2050.0;14 York St;1;1.0;2.0;2050.000000;M5J
858;43.643988;-79.401404;2800.0;625 King St W;2;2.0;4.0;1400.000000;M5V
863;43.665826;-79.383994;1860.0;15 Dundonald St;1;1.0;2.0;1860.000000;M4Y
